permno,prc,comnam,date
84788,88.83300170898437,AMAZON COM INC,2019m10
84788,90.04000244140624,AMAZON COM INC,2019m11
84788,92.39199829101563,AMAZON COM INC,2019m12
84788,100.4359985351562,AMAZON COM INC,2020m1
84788,94.1875,AMAZON COM INC,2020m2
84788,97.48599853515626,AMAZON COM INC,2020m3
84788,123.7,AMAZON COM INC,2020m4
84788,122.118505859375,AMAZON COM INC,2020m5
84788,137.9410034179687,AMAZON COM INC,2020m6
84788,158.2339965820312,AMAZON COM INC,2020m7
84788,172.547998046875,AMAZON COM INC,2020m8
84788,157.4364990234375,AMAZON COM INC,2020m9
84788,151.8074951171875,AMAZON COM INC,2020m10
84788,158.402001953125,AMAZON COM INC,2020m11
84788,162.8464965820313,AMAZON COM INC,2020m12
84788,160.3099975585938,AMAZON COM INC,2021m1
84788,154.6464965820313,AMAZON COM INC,2021m2
84788,154.70400390625,AMAZON COM INC,2021m3
84788,173.37099609375,AMAZON COM INC,2021m4
84788,161.1535034179688,AMAZON COM INC,2021m5
84788,172.0079956054688,AMAZON COM INC,2021m6
84788,166.3795043945312,AMAZON COM INC,2021m7
84788,173.539501953125,AMAZON COM INC,2021m8
84788,164.252001953125,AMAZON COM INC,2021m9
84788,168.6214965820313,AMAZON COM INC,2021m10
84788,175.3535034179687,AMAZON COM INC,2021m11
84788,166.7170043945312,AMAZON COM INC,2021m12
84788,149.5734985351563,AMAZON COM INC,2022m1
84788,153.5630004882813,AMAZON COM INC,2022m2
84788,162.9974975585938,AMAZON COM INC,2022m3
84788,124.281494140625,AMAZON COM INC,2022m4
84788,120.2094970703125,AMAZON COM INC,2022m5
84788,106.2099990844727,AMAZON COM INC,2022m6
84788,134.9499969482422,AMAZON COM INC,2022m7
84788,126.7699966430664,AMAZON COM INC,2022m8
84788,113,AMAZON COM INC,2022m9
84788,102.4400024414063,AMAZON COM INC,2022m10
