permno,prc,comnam,date
84788,.865625,AMAZON COM INC,2001m1
84788,.509375,AMAZON COM INC,2001m2
84788,.5114999771118164,AMAZON COM INC,2001m3
84788,.7889999866485595,AMAZON COM INC,2001m4
84788,.8345000267028808,AMAZON COM INC,2001m5
84788,.7074999809265137,AMAZON COM INC,2001m6
84788,.6244999885559082,AMAZON COM INC,2001m7
84788,.4469999790191651,AMAZON COM INC,2001m8
84788,.2984999895095825,AMAZON COM INC,2001m9
84788,.3490000009536743,AMAZON COM INC,2001m10
84788,.5659999847412109,AMAZON COM INC,2001m11
84788,.5409999847412109,AMAZON COM INC,2001m12
84788,.7094999790191651,AMAZON COM INC,2002m1
84788,.7050000190734863,AMAZON COM INC,2002m2
84788,.7150000095367431,AMAZON COM INC,2002m3
84788,.8345000267028808,AMAZON COM INC,2002m4
84788,.9114999771118164,AMAZON COM INC,2002m5
84788,.8125,AMAZON COM INC,2002m6
84788,.7229499816894531,AMAZON COM INC,2002m7
84788,.746999979019165,AMAZON COM INC,2002m8
84788,.7965000152587891,AMAZON COM INC,2002m9
84788,.9680000305175781,AMAZON COM INC,2002m10
84788,1.167500019073486,AMAZON COM INC,2002m11
84788,.9444999694824219,AMAZON COM INC,2002m12
84788,1.092500019073486,AMAZON COM INC,2003m1
84788,1.100500011444092,AMAZON COM INC,2003m2
84788,1.301500034332275,AMAZON COM INC,2003m3
84788,1.434500026702881,AMAZON COM INC,2003m4
84788,1.794499969482422,AMAZON COM INC,2003m5
84788,1.815999984741211,AMAZON COM INC,2003m6
84788,2.081999969482422,AMAZON COM INC,2003m7
84788,2.315999984741211,AMAZON COM INC,2003m8
84788,2.421500015258789,AMAZON COM INC,2003m9
84788,2.721500015258789,AMAZON COM INC,2003m10
84788,2.698500061035156,AMAZON COM INC,2003m11
84788,2.630999946594238,AMAZON COM INC,2003m12
84788,2.520000076293945,AMAZON COM INC,2004m1
84788,2.15049991607666,AMAZON COM INC,2004m2
84788,2.163999938964844,AMAZON COM INC,2004m3
84788,2.179999923706055,AMAZON COM INC,2004m4
84788,2.425,AMAZON COM INC,2004m5
84788,2.720000076293945,AMAZON COM INC,2004m6
84788,1.945999908447266,AMAZON COM INC,2004m7
84788,1.906999969482422,AMAZON COM INC,2004m8
84788,2.043000030517578,AMAZON COM INC,2004m9
84788,1.706500053405762,AMAZON COM INC,2004m10
84788,1.984000015258789,AMAZON COM INC,2004m11
84788,2.214500045776367,AMAZON COM INC,2004m12
84788,2.161000061035156,AMAZON COM INC,2005m1
84788,1.759000015258789,AMAZON COM INC,2005m2
84788,1.713500022888184,AMAZON COM INC,2005m3
84788,1.618000030517578,AMAZON COM INC,2005m4
84788,1.77549991607666,AMAZON COM INC,2005m5
84788,1.654500007629395,AMAZON COM INC,2005m6
84788,2.257500076293945,AMAZON COM INC,2005m7
84788,2.135000038146972,AMAZON COM INC,2005m8
84788,2.264999961853027,AMAZON COM INC,2005m9
84788,1.993000030517578,AMAZON COM INC,2005m10
84788,2.422999954223633,AMAZON COM INC,2005m11
84788,2.357500076293945,AMAZON COM INC,2005m12
84788,2.240999984741211,AMAZON COM INC,2006m1
84788,1.871999931335449,AMAZON COM INC,2006m2
84788,1.826499938964844,AMAZON COM INC,2006m3
84788,1.760499954223633,AMAZON COM INC,2006m4
84788,1.730500030517578,AMAZON COM INC,2006m5
84788,1.934000015258789,AMAZON COM INC,2006m6
84788,1.344499969482422,AMAZON COM INC,2006m7
84788,1.541499996185303,AMAZON COM INC,2006m8
84788,1.605999946594238,AMAZON COM INC,2006m9
84788,1.904500007629395,AMAZON COM INC,2006m10
84788,2.017000007629394,AMAZON COM INC,2006m11
84788,1.972999954223633,AMAZON COM INC,2006m12
84788,1.883499908447266,AMAZON COM INC,2007m1
84788,1.956999969482422,AMAZON COM INC,2007m2
84788,1.989500045776367,AMAZON COM INC,2007m3
84788,3.066500091552734,AMAZON COM INC,2007m4
84788,3.456999969482422,AMAZON COM INC,2007m5
84788,3.420500183105469,AMAZON COM INC,2007m6
84788,3.927000045776367,AMAZON COM INC,2007m7
84788,3.995500183105469,AMAZON COM INC,2007m8
84788,4.657500076293945,AMAZON COM INC,2007m9
84788,4.457500076293945,AMAZON COM INC,2007m10
84788,4.527999877929688,AMAZON COM INC,2007m11
84788,4.631999969482422,AMAZON COM INC,2007m12
84788,3.884999847412109,AMAZON COM INC,2008m1
84788,3.223500061035156,AMAZON COM INC,2008m2
84788,3.565000152587891,AMAZON COM INC,2008m3
84788,3.931499862670898,AMAZON COM INC,2008m4
84788,4.081000137329101,AMAZON COM INC,2008m5
84788,3.666500091552734,AMAZON COM INC,2008m6
84788,3.816999816894531,AMAZON COM INC,2008m7
84788,4.040499877929688,AMAZON COM INC,2008m8
84788,3.638000106811524,AMAZON COM INC,2008m9
84788,2.86200008392334,AMAZON COM INC,2008m10
84788,2.135000038146972,AMAZON COM INC,2008m11
84788,2.563999938964844,AMAZON COM INC,2008m12
84788,2.940999984741211,AMAZON COM INC,2009m1
84788,3.239500045776367,AMAZON COM INC,2009m2
84788,3.672000122070313,AMAZON COM INC,2009m3
84788,4.02599983215332,AMAZON COM INC,2009m4
84788,3.899499893188477,AMAZON COM INC,2009m5
84788,4.183000183105468,AMAZON COM INC,2009m6
84788,4.288000106811523,AMAZON COM INC,2009m7
84788,4.059500122070313,AMAZON COM INC,2009m8
84788,4.668000030517578,AMAZON COM INC,2009m9
84788,5.940499877929687,AMAZON COM INC,2009m10
84788,6.795500183105469,AMAZON COM INC,2009m11
84788,6.726000213623047,AMAZON COM INC,2009m12
84788,6.270500183105469,AMAZON COM INC,2010m1
84788,5.920000076293945,AMAZON COM INC,2010m2
84788,6.788500213623047,AMAZON COM INC,2010m3
84788,6.855000305175781,AMAZON COM INC,2010m4
84788,6.272999954223633,AMAZON COM INC,2010m5
84788,5.463000106811523,AMAZON COM INC,2010m6
84788,5.894499969482422,AMAZON COM INC,2010m7
84788,6.241500091552735,AMAZON COM INC,2010m8
84788,7.852999877929688,AMAZON COM INC,2010m9
84788,8.261499786376953,AMAZON COM INC,2010m10
84788,8.769999694824218,AMAZON COM INC,2010m11
84788,9,AMAZON COM INC,2010m12
84788,8.481999969482422,AMAZON COM INC,2011m1
84788,8.664499664306641,AMAZON COM INC,2011m2
84788,9.006500244140625,AMAZON COM INC,2011m3
84788,9.790499877929687,AMAZON COM INC,2011m4
84788,9.834500122070313,AMAZON COM INC,2011m5
84788,10.2245002746582,AMAZON COM INC,2011m6
84788,11.12600021362305,AMAZON COM INC,2011m7
84788,10.76149978637695,AMAZON COM INC,2011m8
84788,10.81149978637695,AMAZON COM INC,2011m9
84788,10.6754997253418,AMAZON COM INC,2011m10
84788,9.61449966430664,AMAZON COM INC,2011m11
84788,8.655000305175781,AMAZON COM INC,2011m12
84788,9.722000122070313,AMAZON COM INC,2012m1
84788,8.984500122070312,AMAZON COM INC,2012m2
84788,10.1254997253418,AMAZON COM INC,2012m3
84788,11.59499969482422,AMAZON COM INC,2012m4
84788,10.64550018310547,AMAZON COM INC,2012m5
84788,11.41750030517578,AMAZON COM INC,2012m6
84788,11.66500015258789,AMAZON COM INC,2012m7
84788,12.41350021362305,AMAZON COM INC,2012m8
84788,12.71600036621094,AMAZON COM INC,2012m9
84788,11.64465484619141,AMAZON COM INC,2012m10
84788,12.60250015258789,AMAZON COM INC,2012m11
84788,12.54349975585938,AMAZON COM INC,2012m12
84788,13.275,AMAZON COM INC,2013m1
84788,13.21349945068359,AMAZON COM INC,2013m2
84788,13.32449951171875,AMAZON COM INC,2013m3
84788,12.69049987792969,AMAZON COM INC,2013m4
84788,13.46000061035156,AMAZON COM INC,2013m5
84788,13.88450012207031,AMAZON COM INC,2013m6
84788,15.06100006103516,AMAZON COM INC,2013m7
84788,14.04900054931641,AMAZON COM INC,2013m8
84788,15.63200073242188,AMAZON COM INC,2013m9
84788,18.20149993896484,AMAZON COM INC,2013m10
84788,19.68099975585938,AMAZON COM INC,2013m11
84788,19.9395004272461,AMAZON COM INC,2013m12
84788,17.93450012207031,AMAZON COM INC,2014m1
84788,18.10500030517578,AMAZON COM INC,2014m2
84788,16.81824951171875,AMAZON COM INC,2014m3
84788,15.20650024414062,AMAZON COM INC,2014m4
84788,15.62749938964844,AMAZON COM INC,2014m5
84788,16.23899993896485,AMAZON COM INC,2014m6
84788,15.64949951171875,AMAZON COM INC,2014m7
84788,16.95200042724609,AMAZON COM INC,2014m8
84788,16.12200012207031,AMAZON COM INC,2014m9
84788,15.27299957275391,AMAZON COM INC,2014m10
84788,16.93200073242188,AMAZON COM INC,2014m11
84788,15.51750030517578,AMAZON COM INC,2014m12
84788,17.72649993896484,AMAZON COM INC,2015m1
84788,19.00800018310547,AMAZON COM INC,2015m2
84788,18.60500030517578,AMAZON COM INC,2015m3
84788,21.08899993896484,AMAZON COM INC,2015m4
84788,21.4615005493164,AMAZON COM INC,2015m5
84788,21.70449981689453,AMAZON COM INC,2015m6
84788,26.80750122070312,AMAZON COM INC,2015m7
84788,25.64450073242188,AMAZON COM INC,2015m8
84788,25.59450073242187,AMAZON COM INC,2015m9
84788,31.29500122070312,AMAZON COM INC,2015m10
84788,33.23999938964844,AMAZON COM INC,2015m11
84788,33.79450073242187,AMAZON COM INC,2015m12
84788,29.35,AMAZON COM INC,2016m1
84788,27.6260009765625,AMAZON COM INC,2016m2
84788,29.68200073242188,AMAZON COM INC,2016m3
84788,32.97950134277344,AMAZON COM INC,2016m4
84788,36.13949890136719,AMAZON COM INC,2016m5
84788,35.78099975585938,AMAZON COM INC,2016m6
84788,37.94049987792969,AMAZON COM INC,2016m7
84788,38.45799865722656,AMAZON COM INC,2016m8
84788,41.86549987792969,AMAZON COM INC,2016m9
84788,39.49100036621094,AMAZON COM INC,2016m10
84788,37.52850036621093,AMAZON COM INC,2016m11
84788,37.49349975585938,AMAZON COM INC,2016m12
84788,41.1739990234375,AMAZON COM INC,2017m1
84788,42.25199890136719,AMAZON COM INC,2017m2
84788,44.32699890136719,AMAZON COM INC,2017m3
84788,46.24949951171875,AMAZON COM INC,2017m4
84788,49.73099975585937,AMAZON COM INC,2017m5
84788,48.4,AMAZON COM INC,2017m6
84788,49.38900146484375,AMAZON COM INC,2017m7
84788,49.02999877929688,AMAZON COM INC,2017m8
84788,48.06749877929688,AMAZON COM INC,2017m9
84788,55.26400146484375,AMAZON COM INC,2017m10
84788,58.8375,AMAZON COM INC,2017m11
84788,58.47349853515625,AMAZON COM INC,2017m12
84788,72.54450073242188,AMAZON COM INC,2018m1
84788,75.62249755859375,AMAZON COM INC,2018m2
84788,72.36699829101562,AMAZON COM INC,2018m3
84788,78.30650024414062,AMAZON COM INC,2018m4
84788,81.48099975585937,AMAZON COM INC,2018m5
84788,84.99000244140625,AMAZON COM INC,2018m6
84788,88.8719970703125,AMAZON COM INC,2018m7
84788,100.635498046875,AMAZON COM INC,2018m8
84788,100.15,AMAZON COM INC,2018m9
84788,79.90050048828125,AMAZON COM INC,2018m10
84788,84.50850219726563,AMAZON COM INC,2018m11
84788,75.09849853515625,AMAZON COM INC,2018m12
84788,85.93649902343751,AMAZON COM INC,2019m1
84788,81.99149780273437,AMAZON COM INC,2019m2
84788,89.03749999999999,AMAZON COM INC,2019m3
84788,96.3260009765625,AMAZON COM INC,2019m4
84788,88.75349731445313,AMAZON COM INC,2019m5
84788,94.68150024414062,AMAZON COM INC,2019m6
84788,93.33900146484375,AMAZON COM INC,2019m7
84788,88.814501953125,AMAZON COM INC,2019m8
84788,86.79550170898438,AMAZON COM INC,2019m9
