permno,prc,ticker,comnam,ym
84788,11.64465484619141,AMZN,AMAZON COM INC,2012m10
86868,122.3899993896484,GS,GOLDMAN SACHS GROUP INC,2012m10
84398,142.1549987792969,SPY,SPDR S & P 500 E T F TRUST,2012m11
84788,12.60250015258789,AMZN,AMAZON COM INC,2012m11
86868,117.7900009155273,GS,GOLDMAN SACHS GROUP INC,2012m11
84398,142.4100036621094,SPY,SPDR S & P 500 E T F TRUST,2012m12
84788,12.54349975585938,AMZN,AMAZON COM INC,2012m12
86868,127.5599975585938,GS,GOLDMAN SACHS GROUP INC,2012m12
84398,149.6999969482422,SPY,SPDR S & P 500 E T F TRUST,2013m1
84788,13.275,AMZN,AMAZON COM INC,2013m1
86868,147.8600006103516,GS,GOLDMAN SACHS GROUP INC,2013m1
84398,151.6100006103516,SPY,SPDR S & P 500 E T F TRUST,2013m2
84788,13.21349945068359,AMZN,AMAZON COM INC,2013m2
86868,149.7599945068359,GS,GOLDMAN SACHS GROUP INC,2013m2
84398,156.6699981689453,SPY,SPDR S & P 500 E T F TRUST,2013m3
84788,13.32449951171875,AMZN,AMAZON COM INC,2013m3
86868,147.1499938964844,GS,GOLDMAN SACHS GROUP INC,2013m3
84398,159.6799926757813,SPY,SPDR S & P 500 E T F TRUST,2013m4
84788,12.69049987792969,AMZN,AMAZON COM INC,2013m4
86868,146.0700073242188,GS,GOLDMAN SACHS GROUP INC,2013m4
84398,163.4450073242188,SPY,SPDR S & P 500 E T F TRUST,2013m5
84788,13.46000061035156,AMZN,AMAZON COM INC,2013m5
86868,162.0800018310547,GS,GOLDMAN SACHS GROUP INC,2013m5
84398,160.4199981689453,SPY,SPDR S & P 500 E T F TRUST,2013m6
84788,13.88450012207031,AMZN,AMAZON COM INC,2013m6
86868,151.25,GS,GOLDMAN SACHS GROUP INC,2013m6
84398,168.7100067138672,SPY,SPDR S & P 500 E T F TRUST,2013m7
84788,15.06100006103516,AMZN,AMAZON COM INC,2013m7
86868,164.0299987792969,GS,GOLDMAN SACHS GROUP INC,2013m7
84398,163.6499938964844,SPY,SPDR S & P 500 E T F TRUST,2013m8
84788,14.04900054931641,AMZN,AMAZON COM INC,2013m8
86868,152.1300048828125,GS,GOLDMAN SACHS GROUP INC,2013m8
84398,168.0099945068359,SPY,SPDR S & P 500 E T F TRUST,2013m9
84788,15.63200073242188,AMZN,AMAZON COM INC,2013m9
86868,158.2100067138672,GS,GOLDMAN SACHS GROUP INC,2013m9
84398,175.7899932861328,SPY,SPDR S & P 500 E T F TRUST,2013m10
84788,18.20149993896484,AMZN,AMAZON COM INC,2013m10
86868,160.8600006103516,GS,GOLDMAN SACHS GROUP INC,2013m10
84398,181,SPY,SPDR S & P 500 E T F TRUST,2013m11
84788,19.68099975585938,AMZN,AMAZON COM INC,2013m11
86868,168.9400024414063,GS,GOLDMAN SACHS GROUP INC,2013m11
84398,184.6900024414063,SPY,SPDR S & P 500 E T F TRUST,2013m12
84788,19.9395004272461,AMZN,AMAZON COM INC,2013m12
86868,177.2599945068359,GS,GOLDMAN SACHS GROUP INC,2013m12
84398,178.1799926757813,SPY,SPDR S & P 500 E T F TRUST,2014m1
84788,17.93450012207031,AMZN,AMAZON COM INC,2014m1
86868,164.1199951171875,GS,GOLDMAN SACHS GROUP INC,2014m1
84398,186.2899932861328,SPY,SPDR S & P 500 E T F TRUST,2014m2
84788,18.10500030517578,AMZN,AMAZON COM INC,2014m2
86868,166.4499969482422,GS,GOLDMAN SACHS GROUP INC,2014m2
84398,187.0099945068359,SPY,SPDR S & P 500 E T F TRUST,2014m3
84788,16.81824951171875,AMZN,AMAZON COM INC,2014m3
86868,163.8500061035156,GS,GOLDMAN SACHS GROUP INC,2014m3
84398,188.3099975585938,SPY,SPDR S & P 500 E T F TRUST,2014m4
84788,15.20650024414062,AMZN,AMAZON COM INC,2014m4
86868,159.8200073242188,GS,GOLDMAN SACHS GROUP INC,2014m4
84398,192.6799926757813,SPY,SPDR S & P 500 E T F TRUST,2014m5
84788,15.62749938964844,AMZN,AMAZON COM INC,2014m5
86868,159.8099975585938,GS,GOLDMAN SACHS GROUP INC,2014m5
84398,195.7200012207031,SPY,SPDR S & P 500 E T F TRUST,2014m6
84788,16.23899993896485,AMZN,AMAZON COM INC,2014m6
86868,167.4400024414063,GS,GOLDMAN SACHS GROUP INC,2014m6
84398,193.0899963378906,SPY,SPDR S & P 500 E T F TRUST,2014m7
84788,15.64949951171875,AMZN,AMAZON COM INC,2014m7
86868,172.8699951171875,GS,GOLDMAN SACHS GROUP INC,2014m7
84398,200.7100067138672,SPY,SPDR S & P 500 E T F TRUST,2014m8
84788,16.95200042724609,AMZN,AMAZON COM INC,2014m8
86868,179.1100006103516,GS,GOLDMAN SACHS GROUP INC,2014m8
84398,197.0200042724609,SPY,SPDR S & P 500 E T F TRUST,2014m9
84788,16.12200012207031,AMZN,AMAZON COM INC,2014m9
86868,183.5700073242188,GS,GOLDMAN SACHS GROUP INC,2014m9
84398,201.6600036621094,SPY,SPDR S & P 500 E T F TRUST,2014m10
84788,15.27299957275391,AMZN,AMAZON COM INC,2014m10
86868,189.9900054931641,GS,GOLDMAN SACHS GROUP INC,2014m10
84398,207.1999969482422,SPY,SPDR S & P 500 E T F TRUST,2014m11
84788,16.93200073242188,AMZN,AMAZON COM INC,2014m11
86868,188.4100036621094,GS,GOLDMAN SACHS GROUP INC,2014m11
84398,205.5399932861328,SPY,SPDR S & P 500 E T F TRUST,2014m12
84788,15.51750030517578,AMZN,AMAZON COM INC,2014m12
86868,193.8300018310547,GS,GOLDMAN SACHS GROUP INC,2014m12
84398,199.4499969482422,SPY,SPDR S & P 500 E T F TRUST,2015m1
84788,17.72649993896484,AMZN,AMAZON COM INC,2015m1
86868,172.4100036621094,GS,GOLDMAN SACHS GROUP INC,2015m1
84398,210.6600036621094,SPY,SPDR S & P 500 E T F TRUST,2015m2
84788,19.00800018310547,AMZN,AMAZON COM INC,2015m2
86868,189.7899932861328,GS,GOLDMAN SACHS GROUP INC,2015m2
84398,206.4299926757813,SPY,SPDR S & P 500 E T F TRUST,2015m3
84788,18.60500030517578,AMZN,AMAZON COM INC,2015m3
86868,187.9700012207031,GS,GOLDMAN SACHS GROUP INC,2015m3
84398,208.4600067138672,SPY,SPDR S & P 500 E T F TRUST,2015m4
84788,21.08899993896484,AMZN,AMAZON COM INC,2015m4
86868,196.4199981689453,GS,GOLDMAN SACHS GROUP INC,2015m4
84398,211.1399993896484,SPY,SPDR S & P 500 E T F TRUST,2015m5
84788,21.4615005493164,AMZN,AMAZON COM INC,2015m5
86868,206.1900024414063,GS,GOLDMAN SACHS GROUP INC,2015m5
84398,205.8500061035156,SPY,SPDR S & P 500 E T F TRUST,2015m6
84788,21.70449981689453,AMZN,AMAZON COM INC,2015m6
86868,208.7899932861328,GS,GOLDMAN SACHS GROUP INC,2015m6
84398,210.5,SPY,SPDR S & P 500 E T F TRUST,2015m7
84788,26.80750122070312,AMZN,AMAZON COM INC,2015m7
86868,205.0700073242188,GS,GOLDMAN SACHS GROUP INC,2015m7
84398,197.6699981689453,SPY,SPDR S & P 500 E T F TRUST,2015m8
84788,25.64450073242188,AMZN,AMAZON COM INC,2015m8
86868,188.6000061035156,GS,GOLDMAN SACHS GROUP INC,2015m8
84398,191.6300048828125,SPY,SPDR S & P 500 E T F TRUST,2015m9
84788,25.59450073242187,AMZN,AMAZON COM INC,2015m9
86868,173.7599945068359,GS,GOLDMAN SACHS GROUP INC,2015m9
84398,207.9299926757813,SPY,SPDR S & P 500 E T F TRUST,2015m10
84788,31.29500122070312,AMZN,AMAZON COM INC,2015m10
86868,187.5,GS,GOLDMAN SACHS GROUP INC,2015m10
84398,208.6900024414063,SPY,SPDR S & P 500 E T F TRUST,2015m11
84788,33.23999938964844,AMZN,AMAZON COM INC,2015m11
86868,190.0200042724609,GS,GOLDMAN SACHS GROUP INC,2015m11
84398,203.8699951171875,SPY,SPDR S & P 500 E T F TRUST,2015m12
84788,33.79450073242187,AMZN,AMAZON COM INC,2015m12
86868,180.2299957275391,GS,GOLDMAN SACHS GROUP INC,2015m12
84398,193.7207946777344,SPY,SPDR S & P 500 E T F TRUST,2016m1
84788,29.35,AMZN,AMAZON COM INC,2016m1
86868,161.5599975585938,GS,GOLDMAN SACHS GROUP INC,2016m1
84398,193.5599975585938,SPY,SPDR S & P 500 E T F TRUST,2016m2
84788,27.6260009765625,AMZN,AMAZON COM INC,2016m2
86868,149.5299987792969,GS,GOLDMAN SACHS GROUP INC,2016m2
84398,205.5200042724609,SPY,SPDR S & P 500 E T F TRUST,2016m3
84788,29.68200073242188,AMZN,AMAZON COM INC,2016m3
86868,156.9799957275391,GS,GOLDMAN SACHS GROUP INC,2016m3
84398,206.3307952880859,SPY,SPDR S & P 500 E T F TRUST,2016m4
84788,32.97950134277344,AMZN,AMAZON COM INC,2016m4
86868,164.1100006103516,GS,GOLDMAN SACHS GROUP INC,2016m4
84398,209.8399963378906,SPY,SPDR S & P 500 E T F TRUST,2016m5
84788,36.13949890136719,AMZN,AMAZON COM INC,2016m5
86868,159.4799957275391,GS,GOLDMAN SACHS GROUP INC,2016m5
84398,209.4750061035156,SPY,SPDR S & P 500 E T F TRUST,2016m6
84788,35.78099975585938,AMZN,AMAZON COM INC,2016m6
86868,148.5800018310547,GS,GOLDMAN SACHS GROUP INC,2016m6
84398,217.1199951171875,SPY,SPDR S & P 500 E T F TRUST,2016m7
84788,37.94049987792969,AMZN,AMAZON COM INC,2016m7
86868,158.8099975585938,GS,GOLDMAN SACHS GROUP INC,2016m7
84398,217.3800048828125,SPY,SPDR S & P 500 E T F TRUST,2016m8
84788,38.45799865722656,AMZN,AMAZON COM INC,2016m8
86868,169.4600067138672,GS,GOLDMAN SACHS GROUP INC,2016m8
84398,216.3000030517578,SPY,SPDR S & P 500 E T F TRUST,2016m9
84788,41.86549987792969,AMZN,AMAZON COM INC,2016m9
86868,161.2700042724609,GS,GOLDMAN SACHS GROUP INC,2016m9
84398,212.5500030517578,SPY,SPDR S & P 500 E T F TRUST,2016m10
84788,39.49100036621094,AMZN,AMAZON COM INC,2016m10
86868,178.2400054931641,GS,GOLDMAN SACHS GROUP INC,2016m10
84398,220.3800048828125,SPY,SPDR S & P 500 E T F TRUST,2016m11
84788,37.52850036621093,AMZN,AMAZON COM INC,2016m11
86868,219.2899932861328,GS,GOLDMAN SACHS GROUP INC,2016m11
84398,223.5299987792969,SPY,SPDR S & P 500 E T F TRUST,2016m12
84788,37.49349975585938,AMZN,AMAZON COM INC,2016m12
86868,239.4499969482422,GS,GOLDMAN SACHS GROUP INC,2016m12
84398,227.5299987792969,SPY,SPDR S & P 500 E T F TRUST,2017m1
84788,41.1739990234375,AMZN,AMAZON COM INC,2017m1
86868,229.3200073242188,GS,GOLDMAN SACHS GROUP INC,2017m1
84398,236.4700012207031,SPY,SPDR S & P 500 E T F TRUST,2017m2
84788,42.25199890136719,AMZN,AMAZON COM INC,2017m2
86868,248.0599975585938,GS,GOLDMAN SACHS GROUP INC,2017m2
84398,235.7400054931641,SPY,SPDR S & P 500 E T F TRUST,2017m3
84788,44.32699890136719,AMZN,AMAZON COM INC,2017m3
86868,229.7200012207031,GS,GOLDMAN SACHS GROUP INC,2017m3
84398,238.0800018310547,SPY,SPDR S & P 500 E T F TRUST,2017m4
84788,46.24949951171875,AMZN,AMAZON COM INC,2017m4
86868,223.8000030517578,GS,GOLDMAN SACHS GROUP INC,2017m4
84398,241.4400024414063,SPY,SPDR S & P 500 E T F TRUST,2017m5
84788,49.73099975585937,AMZN,AMAZON COM INC,2017m5
86868,211.2599945068359,GS,GOLDMAN SACHS GROUP INC,2017m5
84398,241.8000030517578,SPY,SPDR S & P 500 E T F TRUST,2017m6
84788,48.4,AMZN,AMAZON COM INC,2017m6
86868,221.8999938964844,GS,GOLDMAN SACHS GROUP INC,2017m6
84398,246.7700042724609,SPY,SPDR S & P 500 E T F TRUST,2017m7
84788,49.38900146484375,AMZN,AMAZON COM INC,2017m7
86868,225.3300018310547,GS,GOLDMAN SACHS GROUP INC,2017m7
84398,247.4900054931641,SPY,SPDR S & P 500 E T F TRUST,2017m8
84788,49.02999877929688,AMZN,AMAZON COM INC,2017m8
86868,223.7400054931641,GS,GOLDMAN SACHS GROUP INC,2017m8
84398,251.2299957275391,SPY,SPDR S & P 500 E T F TRUST,2017m9
84788,48.06749877929688,AMZN,AMAZON COM INC,2017m9
86868,237.1900024414063,GS,GOLDMAN SACHS GROUP INC,2017m9
84398,257.1499938964844,SPY,SPDR S & P 500 E T F TRUST,2017m10
84788,55.26400146484375,AMZN,AMAZON COM INC,2017m10
86868,242.4799957275391,GS,GOLDMAN SACHS GROUP INC,2017m10
84398,265.010009765625,SPY,SPDR S & P 500 E T F TRUST,2017m11
84788,58.8375,AMZN,AMAZON COM INC,2017m11
86868,247.6399993896484,GS,GOLDMAN SACHS GROUP INC,2017m11
84398,266.8599853515625,SPY,SPDR S & P 500 E T F TRUST,2017m12
84788,58.47349853515625,AMZN,AMAZON COM INC,2017m12
86868,254.7599945068359,GS,GOLDMAN SACHS GROUP INC,2017m12
84398,281.8999938964844,SPY,SPDR S & P 500 E T F TRUST,2018m1
84788,72.54450073242188,AMZN,AMAZON COM INC,2018m1
86868,267.8900146484375,GS,GOLDMAN SACHS GROUP INC,2018m1
84398,271.6499938964844,SPY,SPDR S & P 500 E T F TRUST,2018m2
84788,75.62249755859375,AMZN,AMAZON COM INC,2018m2
86868,262.9299926757813,GS,GOLDMAN SACHS GROUP INC,2018m2
84398,263.1499938964844,SPY,SPDR S & P 500 E T F TRUST,2018m3
84788,72.36699829101562,AMZN,AMAZON COM INC,2018m3
86868,251.8600006103516,GS,GOLDMAN SACHS GROUP INC,2018m3
84398,264.510009765625,SPY,SPDR S & P 500 E T F TRUST,2018m4
84788,78.30650024414062,AMZN,AMAZON COM INC,2018m4
86868,238.3300018310547,GS,GOLDMAN SACHS GROUP INC,2018m4
84398,270.9400024414063,SPY,SPDR S & P 500 E T F TRUST,2018m5
84788,81.48099975585937,AMZN,AMAZON COM INC,2018m5
86868,225.8800048828125,GS,GOLDMAN SACHS GROUP INC,2018m5
84398,271.2799987792969,SPY,SPDR S & P 500 E T F TRUST,2018m6
84788,84.99000244140625,AMZN,AMAZON COM INC,2018m6
86868,220.5700073242188,GS,GOLDMAN SACHS GROUP INC,2018m6
84398,281.3299865722656,SPY,SPDR S & P 500 E T F TRUST,2018m7
84788,88.8719970703125,AMZN,AMAZON COM INC,2018m7
86868,237.4299926757813,GS,GOLDMAN SACHS GROUP INC,2018m7
84398,290.3099975585938,SPY,SPDR S & P 500 E T F TRUST,2018m8
84788,100.635498046875,AMZN,AMAZON COM INC,2018m8
86868,237.8099975585938,GS,GOLDMAN SACHS GROUP INC,2018m8
84398,290.7200012207031,SPY,SPDR S & P 500 E T F TRUST,2018m9
84788,100.15,AMZN,AMAZON COM INC,2018m9
86868,224.2400054931641,GS,GOLDMAN SACHS GROUP INC,2018m9
84398,270.6300048828125,SPY,SPDR S & P 500 E T F TRUST,2018m10
84788,79.90050048828125,AMZN,AMAZON COM INC,2018m10
86868,225.3699951171875,GS,GOLDMAN SACHS GROUP INC,2018m10
84398,275.6499938964844,SPY,SPDR S & P 500 E T F TRUST,2018m11
84788,84.50850219726563,AMZN,AMAZON COM INC,2018m11
86868,190.6900024414063,GS,GOLDMAN SACHS GROUP INC,2018m11
84398,249.9199981689453,SPY,SPDR S & P 500 E T F TRUST,2018m12
84788,75.09849853515625,AMZN,AMAZON COM INC,2018m12
86868,167.0500030517578,GS,GOLDMAN SACHS GROUP INC,2018m12
84398,269.9299926757813,SPY,SPDR S & P 500 E T F TRUST,2019m1
84788,85.93649902343751,AMZN,AMAZON COM INC,2019m1
86868,198.0099945068359,GS,GOLDMAN SACHS GROUP INC,2019m1
84398,278.6799926757813,SPY,SPDR S & P 500 E T F TRUST,2019m2
84788,81.99149780273437,AMZN,AMAZON COM INC,2019m2
86868,196.6999969482422,GS,GOLDMAN SACHS GROUP INC,2019m2
84398,282.4800109863281,SPY,SPDR S & P 500 E T F TRUST,2019m3
84788,89.03749999999999,AMZN,AMAZON COM INC,2019m3
86868,191.9900054931641,GS,GOLDMAN SACHS GROUP INC,2019m3
84398,294.0199890136719,SPY,SPDR S & P 500 E T F TRUST,2019m4
84788,96.3260009765625,AMZN,AMAZON COM INC,2019m4
86868,205.9199981689453,GS,GOLDMAN SACHS GROUP INC,2019m4
84398,275.2699890136719,SPY,SPDR S & P 500 E T F TRUST,2019m5
84788,88.75349731445313,AMZN,AMAZON COM INC,2019m5
86868,182.4900054931641,GS,GOLDMAN SACHS GROUP INC,2019m5
84398,293,SPY,SPDR S & P 500 E T F TRUST,2019m6
84788,94.68150024414062,AMZN,AMAZON COM INC,2019m6
86868,204.6000061035156,GS,GOLDMAN SACHS GROUP INC,2019m6
84398,297.4299926757813,SPY,SPDR S & P 500 E T F TRUST,2019m7
84788,93.33900146484375,AMZN,AMAZON COM INC,2019m7
86868,220.1300048828125,GS,GOLDMAN SACHS GROUP INC,2019m7
84398,292.4500122070313,SPY,SPDR S & P 500 E T F TRUST,2019m8
84788,88.814501953125,AMZN,AMAZON COM INC,2019m8
86868,203.9100036621094,GS,GOLDMAN SACHS GROUP INC,2019m8
84398,296.7699890136719,SPY,SPDR S & P 500 E T F TRUST,2019m9
84788,86.79550170898438,AMZN,AMAZON COM INC,2019m9
86868,207.2299957275391,GS,GOLDMAN SACHS GROUP INC,2019m9
84398,303.3299865722656,SPY,SPDR S & P 500 E T F TRUST,2019m10
84788,88.83300170898437,AMZN,AMAZON COM INC,2019m10
86868,213.3800048828125,GS,GOLDMAN SACHS GROUP INC,2019m10
84398,314.3099975585938,SPY,SPDR S & P 500 E T F TRUST,2019m11
84788,90.04000244140624,AMZN,AMAZON COM INC,2019m11
86868,221.3500061035156,GS,GOLDMAN SACHS GROUP INC,2019m11
84398,321.8599853515625,SPY,SPDR S & P 500 E T F TRUST,2019m12
84788,92.39199829101563,AMZN,AMAZON COM INC,2019m12
86868,229.9299926757813,GS,GOLDMAN SACHS GROUP INC,2019m12
84398,321.7300109863281,SPY,SPDR S & P 500 E T F TRUST,2020m1
84788,100.4359985351562,AMZN,AMAZON COM INC,2020m1
86868,237.75,GS,GOLDMAN SACHS GROUP INC,2020m1
84398,296.260009765625,SPY,SPDR S & P 500 E T F TRUST,2020m2
84788,94.1875,AMZN,AMAZON COM INC,2020m2
86868,200.7700042724609,GS,GOLDMAN SACHS GROUP INC,2020m2
84398,257.75,SPY,SPDR S & P 500 E T F TRUST,2020m3
84788,97.48599853515626,AMZN,AMAZON COM INC,2020m3
86868,154.5899963378906,GS,GOLDMAN SACHS GROUP INC,2020m3
84398,290.4800109863281,SPY,SPDR S & P 500 E T F TRUST,2020m4
84788,123.7,AMZN,AMAZON COM INC,2020m4
86868,183.4199981689453,GS,GOLDMAN SACHS GROUP INC,2020m4
84398,304.3200073242188,SPY,SPDR S & P 500 E T F TRUST,2020m5
84788,122.118505859375,AMZN,AMAZON COM INC,2020m5
86868,196.4900054931641,GS,GOLDMAN SACHS GROUP INC,2020m5
84398,308.3599853515625,SPY,SPDR S & P 500 E T F TRUST,2020m6
84788,137.9410034179687,AMZN,AMAZON COM INC,2020m6
86868,197.6199951171875,GS,GOLDMAN SACHS GROUP INC,2020m6
84398,326.5199890136719,SPY,SPDR S & P 500 E T F TRUST,2020m7
84788,158.2339965820312,AMZN,AMAZON COM INC,2020m7
86868,197.9600067138672,GS,GOLDMAN SACHS GROUP INC,2020m7
84398,349.3099975585938,SPY,SPDR S & P 500 E T F TRUST,2020m8
84788,172.547998046875,AMZN,AMAZON COM INC,2020m8
86868,204.8699951171875,GS,GOLDMAN SACHS GROUP INC,2020m8
84398,334.8900146484375,SPY,SPDR S & P 500 E T F TRUST,2020m9
84788,157.4364990234375,AMZN,AMAZON COM INC,2020m9
86868,200.9700012207031,GS,GOLDMAN SACHS GROUP INC,2020m9
84398,326.5400085449219,SPY,SPDR S & P 500 E T F TRUST,2020m10
84788,151.8074951171875,AMZN,AMAZON COM INC,2020m10
86868,189.0399932861328,GS,GOLDMAN SACHS GROUP INC,2020m10
84398,362.0599975585938,SPY,SPDR S & P 500 E T F TRUST,2020m11
84788,158.402001953125,AMZN,AMAZON COM INC,2020m11
86868,230.5800018310547,GS,GOLDMAN SACHS GROUP INC,2020m11
84398,373.8800048828125,SPY,SPDR S & P 500 E T F TRUST,2020m12
84788,162.8464965820313,AMZN,AMAZON COM INC,2020m12
86868,263.7099914550781,GS,GOLDMAN SACHS GROUP INC,2020m12
84398,370.0700073242188,SPY,SPDR S & P 500 E T F TRUST,2021m1
84788,160.3099975585938,AMZN,AMAZON COM INC,2021m1
86868,271.1700134277344,GS,GOLDMAN SACHS GROUP INC,2021m1
84398,380.3599853515625,SPY,SPDR S & P 500 E T F TRUST,2021m2
84788,154.6464965820313,AMZN,AMAZON COM INC,2021m2
86868,319.4800109863281,GS,GOLDMAN SACHS GROUP INC,2021m2
84398,396.3299865722656,SPY,SPDR S & P 500 E T F TRUST,2021m3
84788,154.70400390625,AMZN,AMAZON COM INC,2021m3
86868,327,GS,GOLDMAN SACHS GROUP INC,2021m3
84398,417.2999877929688,SPY,SPDR S & P 500 E T F TRUST,2021m4
84788,173.37099609375,AMZN,AMAZON COM INC,2021m4
86868,348.4500122070313,GS,GOLDMAN SACHS GROUP INC,2021m4
84398,420.0400085449219,SPY,SPDR S & P 500 E T F TRUST,2021m5
84788,161.1535034179688,AMZN,AMAZON COM INC,2021m5
86868,372.0199890136719,GS,GOLDMAN SACHS GROUP INC,2021m5
84398,428.0599975585938,SPY,SPDR S & P 500 E T F TRUST,2021m6
84788,172.0079956054688,AMZN,AMAZON COM INC,2021m6
86868,379.5299987792969,GS,GOLDMAN SACHS GROUP INC,2021m6
84398,438.510009765625,SPY,SPDR S & P 500 E T F TRUST,2021m7
84788,166.3795043945312,AMZN,AMAZON COM INC,2021m7
86868,374.8800048828125,GS,GOLDMAN SACHS GROUP INC,2021m7
84398,451.5599975585938,SPY,SPDR S & P 500 E T F TRUST,2021m8
84788,173.539501953125,AMZN,AMAZON COM INC,2021m8
86868,413.510009765625,GS,GOLDMAN SACHS GROUP INC,2021m8
84398,429.1400146484375,SPY,SPDR S & P 500 E T F TRUST,2021m9
84788,164.252001953125,AMZN,AMAZON COM INC,2021m9
86868,378.0299987792969,GS,GOLDMAN SACHS GROUP INC,2021m9
84398,459.25,SPY,SPDR S & P 500 E T F TRUST,2021m10
84788,168.6214965820313,AMZN,AMAZON COM INC,2021m10
86868,413.3500061035156,GS,GOLDMAN SACHS GROUP INC,2021m10
84398,455.5599975585938,SPY,SPDR S & P 500 E T F TRUST,2021m11
84788,175.3535034179687,AMZN,AMAZON COM INC,2021m11
86868,380.989990234375,GS,GOLDMAN SACHS GROUP INC,2021m11
84398,474.9599914550781,SPY,SPDR S & P 500 E T F TRUST,2021m12
84788,166.7170043945312,AMZN,AMAZON COM INC,2021m12
86868,382.5499877929688,GS,GOLDMAN SACHS GROUP INC,2021m12
84398,449.9100036621094,SPY,SPDR S & P 500 E T F TRUST,2022m1
84788,149.5734985351563,AMZN,AMAZON COM INC,2022m1
86868,354.6799926757813,GS,GOLDMAN SACHS GROUP INC,2022m1
84398,436.6300048828125,SPY,SPDR S & P 500 E T F TRUST,2022m2
84788,153.5630004882813,AMZN,AMAZON COM INC,2022m2
86868,341.2900085449219,GS,GOLDMAN SACHS GROUP INC,2022m2
84398,451.6400146484375,SPY,SPDR S & P 500 E T F TRUST,2022m3
84788,162.9974975585938,AMZN,AMAZON COM INC,2022m3
86868,330.1000061035156,GS,GOLDMAN SACHS GROUP INC,2022m3
84398,412,SPY,SPDR S & P 500 E T F TRUST,2022m4
84788,124.281494140625,AMZN,AMAZON COM INC,2022m4
86868,305.489990234375,GS,GOLDMAN SACHS GROUP INC,2022m4
84398,412.9299926757813,SPY,SPDR S & P 500 E T F TRUST,2022m5
84788,120.2094970703125,AMZN,AMAZON COM INC,2022m5
86868,326.8500061035156,GS,GOLDMAN SACHS GROUP INC,2022m5
84398,377.25,SPY,SPDR S & P 500 E T F TRUST,2022m6
84788,106.2099990844727,AMZN,AMAZON COM INC,2022m6
86868,297.0199890136719,GS,GOLDMAN SACHS GROUP INC,2022m6
84398,411.989990234375,SPY,SPDR S & P 500 E T F TRUST,2022m7
84788,134.9499969482422,AMZN,AMAZON COM INC,2022m7
86868,333.3900146484375,GS,GOLDMAN SACHS GROUP INC,2022m7
84398,395.1799926757813,SPY,SPDR S & P 500 E T F TRUST,2022m8
84788,126.7699966430664,AMZN,AMAZON COM INC,2022m8
86868,332.6700134277344,GS,GOLDMAN SACHS GROUP INC,2022m8
84398,357.1799926757813,SPY,SPDR S & P 500 E T F TRUST,2022m9
84788,113,AMZN,AMAZON COM INC,2022m9
86868,293.0499877929688,GS,GOLDMAN SACHS GROUP INC,2022m9
84398,386.2099914550781,SPY,SPDR S & P 500 E T F TRUST,2022m10
84788,102.4400024414063,AMZN,AMAZON COM INC,2022m10
86868,344.510009765625,GS,GOLDMAN SACHS GROUP INC,2022m10
